,name,nobjquadnegev,nintvars,nnlvars,nsos1,nsos2,conscurvature,njacobiannz,nlaghessiandiagnz,ncontvars,nquadfunc,laghessianmaxblocksize,objsense,nbinvars,nlnz,convex,nz,nobjquadposev,laghessianminblocksize,nobjquadnz,solsource,nlaghessianblocks,donor,nsemi,nlaghessiannz,laghessianavgblocksize,ncons,nconcavenlcons,nnlbinvars,nconvexnlcons,nquadcons,nvars,nobjnlnz,solinfeasibility,objcurvature,nindefinitenlcons,nnlintvars,ndiagquadcons,nnlsemi,nobjnz,nlincons,nsingleboundedvars,nlinfunc,nboundedvars,njacobiannlnz,nobjquaddiagnz,objtype,probtype,solobjvalue,nnlfunc,density,nldensity,objquaddensity,objquadproblevfrac
74,QPLIB_10054,8.0,0.0,173.0,0.0,0.0,linear,1925.0,173.0,0.0,1.0,170.0,min,175.0,173.0,0.0,2099.0,165.0,1.0,13571.0,Solution found by ANTIGONE,4.0,Andrea Lodi,0.0,26969.0,43.25,11.0,0.0,173.0,0.0,0.0,175.0,173.0,0.0,indefinite,0.0,0.0,0.0,0.0,174.0,11.0,0.0,11.0,0.0,0.0,173.0,quadratic,QBL,-10.19706381,1.0,0.999523809524,1.0,0.901099268268,0.0457142857143
75,QPLIB_10055,5.0,0.0,175.0,0.0,0.0,linear,874.0,175.0,0.0,1.0,174.0,min,175.0,175.0,0.0,1049.0,170.0,1.0,14093.0,Solution found by SCIP,2.0,Andrea Lodi,0.0,28011.0,87.5,5.0,0.0,175.0,0.0,0.0,175.0,175.0,0.0,indefinite,0.0,0.0,0.0,0.0,175.0,5.0,0.0,5.0,0.0,0.0,175.0,quadratic,QBL,-1.258548474,1.0,0.999047619048,1.0,0.914644897959,0.0285714285714
77,QPLIB_10057,19.0,0.0,194.0,0.0,0.0,linear,2199.0,194.0,0.0,1.0,182.0,min,200.0,194.0,0.0,2393.0,174.0,1.0,15250.0,Solution found by SCIP,11.0,Andrea Lodi,0.0,30306.0,17.636364,11.0,0.0,194.0,0.0,0.0,200.0,194.0,0.0,indefinite,0.0,0.0,0.0,0.0,194.0,11.0,0.0,11.0,0.0,0.0,194.0,quadratic,QBL,-0.0,1.0,0.997083333333,1.0,0.805239664151,0.095
78,QPLIB_10058,15.0,0.0,200.0,0.0,0.0,linear,2197.0,200.0,0.0,1.0,195.0,min,200.0,200.0,0.0,2397.0,185.0,1.0,17691.0,Solution found by GUROBI,4.0,Andrea Lodi,0.0,35182.0,50.0,11.0,0.0,200.0,0.0,0.0,200.0,200.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,11.0,0.0,11.0,0.0,0.0,200.0,quadratic,QBL,-3.566525619,1.0,0.99875,1.0,0.87955,0.075
79,QPLIB_10059,37.0,0.0,171.0,0.0,0.0,linear,1996.0,171.0,0.0,1.0,171.0,min,200.0,171.0,0.0,2167.0,49.0,171.0,14306.0,Solution found by SCIP,1.0,Andrea Lodi,0.0,28441.0,171.0,10.0,0.0,171.0,0.0,0.0,200.0,171.0,0.0,indefinite,0.0,0.0,0.0,0.0,171.0,10.0,0.0,10.0,0.0,0.0,171.0,quadratic,QBL,-0.0,1.0,0.985,1.0,0.972641154543,0.185
80,QPLIB_10060,16.0,0.0,196.0,0.0,0.0,linear,1996.0,196.0,0.0,1.0,194.0,min,200.0,196.0,0.0,2192.0,180.0,1.0,17670.0,Solution found by SCIP,3.0,Andrea Lodi,0.0,35144.0,65.333333,10.0,0.0,196.0,0.0,0.0,200.0,196.0,0.0,indefinite,0.0,0.0,0.0,0.0,196.0,10.0,0.0,10.0,0.0,0.0,196.0,quadratic,QBL,-0.0,1.0,0.996363636364,1.0,0.914827155352,0.08
81,QPLIB_10061,18.0,0.0,192.0,0.0,0.0,linear,999.0,191.0,0.0,1.0,191.0,min,200.0,192.0,0.0,1197.0,174.0,1.0,18083.0,Solution found by CPLEX,2.0,Andrea Lodi,0.0,35975.0,96.0,5.0,0.0,192.0,0.0,0.0,200.0,192.0,0.0,indefinite,0.0,0.0,0.0,0.0,198.0,5.0,0.0,5.0,0.0,0.0,191.0,quadratic,QBL,-23.99855941,1.0,0.9975,1.0,0.975884331597,0.09
82,QPLIB_10062,19.0,0.0,194.0,0.0,0.0,linear,1996.0,194.0,0.0,1.0,192.0,min,200.0,194.0,0.0,2190.0,175.0,1.0,18356.0,Solution found by SCIP,3.0,Andrea Lodi,0.0,36518.0,64.666667,10.0,0.0,194.0,0.0,0.0,200.0,194.0,0.0,indefinite,0.0,0.0,0.0,0.0,194.0,10.0,0.0,10.0,0.0,0.0,194.0,quadratic,QBL,-0.0,1.0,0.995454545455,1.0,0.97029439898,0.095
83,QPLIB_10063,6.0,0.0,198.0,0.0,0.0,linear,999.0,198.0,0.0,1.0,198.0,min,200.0,198.0,0.0,1199.0,35.0,198.0,19611.0,Solution found by ALPHAECP,1.0,Andrea Lodi,0.0,39024.0,198.0,5.0,0.0,198.0,0.0,0.0,200.0,198.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,5.0,0.0,5.0,0.0,0.0,198.0,quadratic,QBL,-42.51597243,1.0,0.999166666667,1.0,0.995408631772,0.03
84,QPLIB_10064,4.0,0.0,197.0,0.0,0.0,linear,2199.0,197.0,0.0,1.0,197.0,min,200.0,197.0,0.0,2396.0,193.0,197.0,19469.0,Solution found by SCIP,1.0,Andrea Lodi,0.0,38741.0,197.0,11.0,0.0,197.0,0.0,0.0,200.0,197.0,0.0,indefinite,0.0,0.0,0.0,0.0,197.0,11.0,0.0,11.0,0.0,0.0,197.0,quadratic,QBL,-0.0,1.0,0.998333333333,1.0,0.998247829112,0.02
85,QPLIB_10065,2.0,0.0,198.0,0.0,0.0,linear,2199.0,198.0,0.0,1.0,197.0,min,200.0,198.0,0.0,2399.0,43.0,1.0,19500.0,Solution found by GUROBI,2.0,Andrea Lodi,0.0,38802.0,99.0,11.0,0.0,198.0,0.0,0.0,200.0,198.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,11.0,0.0,11.0,0.0,0.0,198.0,quadratic,QBL,-29.82242097,1.0,0.999583333333,1.0,0.989745944291,0.01
86,QPLIB_10066,3.0,0.0,197.0,0.0,0.0,linear,2197.0,197.0,0.0,1.0,197.0,min,200.0,197.0,0.0,2397.0,194.0,197.0,19498.0,Solution found by CPLEX,1.0,Andrea Lodi,0.0,38799.0,197.0,11.0,0.0,197.0,0.0,0.0,200.0,197.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,11.0,0.0,11.0,0.0,0.0,197.0,quadratic,QBL,-32.97988603,1.0,0.99875,1.0,0.999742327811,0.015
87,QPLIB_10067,5.0,0.0,199.0,0.0,0.0,linear,999.0,199.0,0.0,1.0,199.0,min,200.0,199.0,0.0,1199.0,194.0,199.0,19841.0,Solution found by CPLEX,1.0,Andrea Lodi,0.0,39483.0,199.0,5.0,0.0,199.0,0.0,0.0,200.0,199.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,5.0,0.0,5.0,0.0,0.0,199.0,quadratic,QBL,-31.56870096,1.0,0.999166666667,1.0,0.997020277266,0.025
88,QPLIB_10068,4.0,0.0,200.0,0.0,0.0,linear,2197.0,200.0,0.0,1.0,200.0,min,200.0,200.0,0.0,2397.0,48.0,200.0,20079.0,Solution found by CPLEX,1.0,Andrea Lodi,0.0,39958.0,200.0,11.0,0.0,200.0,0.0,0.0,200.0,200.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,11.0,0.0,11.0,0.0,0.0,200.0,quadratic,QBL,-31.6396972,1.0,0.99875,1.0,0.99895,0.02
90,QPLIB_10070,3.0,0.0,198.0,0.0,0.0,linear,2197.0,198.0,0.0,1.0,198.0,min,200.0,198.0,0.0,2397.0,195.0,198.0,19676.0,Solution found by CPLEX,1.0,Andrea Lodi,0.0,39154.0,198.0,11.0,0.0,198.0,0.0,0.0,200.0,198.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,11.0,0.0,11.0,0.0,0.0,198.0,quadratic,QBL,-25.33284987,1.0,0.99875,1.0,0.998724619937,0.015
91,QPLIB_10071,2.0,0.0,200.0,0.0,0.0,linear,2199.0,200.0,0.0,1.0,200.0,min,200.0,200.0,0.0,2399.0,198.0,200.0,19898.0,Solution found by SCIP,1.0,Andrea Lodi,0.0,39596.0,200.0,11.0,0.0,200.0,0.0,0.0,200.0,200.0,0.0,indefinite,0.0,0.0,0.0,0.0,200.0,11.0,0.0,11.0,0.0,0.0,200.0,quadratic,QBL,-0.0,1.0,0.999583333333,1.0,0.9899,0.01
92,QPLIB_10072,9.0,0.0,68.0,0.0,0.0,linear,749.0,68.0,0.0,1.0,67.0,min,75.0,68.0,0.0,817.0,59.0,1.0,2117.0,Solution found by SCIP,2.0,Andrea Lodi,0.0,4166.0,34.0,10.0,0.0,68.0,0.0,0.0,75.0,68.0,0.0,indefinite,0.0,0.0,0.0,0.0,68.0,10.0,0.0,10.0,0.0,0.0,68.0,quadratic,QBL,-0.0,1.0,0.990303030303,1.0,0.900951557093,0.12
93,QPLIB_10073,8.0,0.0,68.0,0.0,0.0,linear,450.0,68.0,0.0,1.0,64.0,min,75.0,68.0,0.0,518.0,60.0,1.0,1996.0,Solution found by SCIP,3.0,Andrea Lodi,0.0,3924.0,22.666667,6.0,0.0,68.0,0.0,0.0,75.0,68.0,0.0,indefinite,0.0,0.0,0.0,0.0,68.0,6.0,0.0,6.0,0.0,0.0,68.0,quadratic,QBL,-0.0,1.0,0.986666666667,1.0,0.848615916955,0.106666666667
94,QPLIB_10074,1.0,0.0,75.0,0.0,0.0,linear,749.0,75.0,0.0,1.0,75.0,min,75.0,75.0,0.0,824.0,74.0,75.0,2849.0,Solution found by SCIP,1.0,Andrea Lodi,0.0,5623.0,75.0,10.0,0.0,75.0,0.0,0.0,75.0,75.0,0.0,indefinite,0.0,0.0,0.0,0.0,75.0,10.0,0.0,10.0,0.0,0.0,75.0,quadratic,QBL,-0.0,1.0,0.998787878788,1.0,0.999644444444,0.0133333333333
117,QPLIB_1976,58.0,0.0,151.0,0.0,0.0,indefinite,543.0,0.0,0.0,17.0,16.0,min,152.0,302.0,0.0,694.0,93.0,2.0,800.0,Solution found by SCIP,16.0,Pierre Bonami,0.0,1600.0,9.4375,152.0,0.0,151.0,0.0,16.0,152.0,151.0,0.0,indefinite,16.0,0.0,0.0,0.0,151.0,136.0,0.0,136.0,0.0,151.0,0.0,quadratic,QBQ,-9594.0,17.0,0.0298417612659,0.117647058824,0.0701723608614,0.381578947368
118,QPLIB_2017,99.0,0.0,251.0,0.0,0.0,indefinite,923.0,0.0,0.0,22.0,21.0,min,252.0,502.0,0.0,1174.0,152.0,2.0,1728.0,Solution found by ANTIGONE,21.0,Pierre Bonami,0.0,3456.0,11.952381,252.0,0.0,251.0,0.0,21.0,252.0,251.0,0.0,indefinite,21.0,0.0,0.0,0.0,251.0,231.0,0.0,231.0,0.0,251.0,0.0,quadratic,QBQ,-22984.0,22.0,0.0184139531966,0.0909090909091,0.0548562721227,0.392857142857
119,QPLIB_2022,106.0,0.0,274.0,0.0,0.0,indefinite,1011.0,0.0,0.0,23.0,22.0,min,275.0,548.0,0.0,1285.0,168.0,2.0,1967.0,Solution found by ANTIGONE,22.0,Pierre Bonami,0.0,3934.0,12.454545,275.0,0.0,274.0,0.0,22.0,275.0,274.0,0.0,indefinite,22.0,0.0,0.0,0.0,274.0,253.0,0.0,253.0,0.0,274.0,0.0,quadratic,QBQ,-22747.5,23.0,0.016930171278,0.0869565217391,0.0524002344291,0.385454545455
120,QPLIB_2029,120.0,0.0,298.0,0.0,0.0,indefinite,1103.0,0.0,0.0,24.0,23.0,min,299.0,596.0,0.0,1401.0,178.0,2.0,2251.0,Solution found by ANTIGONE,23.0,Pierre Bonami,0.0,4502.0,12.956522,299.0,0.0,298.0,0.0,23.0,299.0,298.0,0.0,indefinite,23.0,0.0,0.0,0.0,298.0,276.0,0.0,276.0,0.0,298.0,0.0,quadratic,QBQ,-34704.0,24.0,0.015618729097,0.0833333333333,0.0506959145984,0.401337792642
121,QPLIB_2036,127.0,0.0,323.0,0.0,0.0,indefinite,1199.0,0.0,0.0,25.0,24.0,min,324.0,646.0,0.0,1522.0,196.0,2.0,2521.0,Solution found by LOCALSOLVER,24.0,Pierre Bonami,0.0,5042.0,13.458333,324.0,0.0,323.0,0.0,24.0,324.0,323.0,0.0,indefinite,24.0,0.0,0.0,0.0,323.0,300.0,0.0,300.0,0.0,323.0,0.0,quadratic,QBQ,-30590.0,25.0,0.0144539411206,0.08,0.0483278858227,0.391975308642
122,QPLIB_2047,0.0,0.0,136.0,0.0,0.0,indefinite,6392.0,0.0,0.0,17.0,136.0,min,136.0,272.0,0.0,6527.0,0.0,136.0,0.0,Solution found by SCIP,1.0,Pierre Bonami,0.0,4050.0,136.0,2057.0,0.0,136.0,0.0,17.0,136.0,0.0,0.0,linear,17.0,0.0,0.0,0.0,135.0,2040.0,0.0,2041.0,0.0,272.0,0.0,linear,LBQ,1182604.5,17.0,0.0233200423026,0.117647058824,0.0,0.0
123,QPLIB_2055,0.0,0.0,153.0,0.0,0.0,indefinite,7650.0,0.0,0.0,18.0,153.0,min,153.0,306.0,0.0,7802.0,0.0,153.0,0.0,Solution found by SCIP,1.0,Pierre Bonami,0.0,4864.0,153.0,2466.0,0.0,153.0,0.0,18.0,153.0,0.0,0.0,linear,18.0,0.0,0.0,0.0,152.0,2448.0,0.0,2449.0,0.0,306.0,0.0,linear,LBQ,3389110.0,18.0,0.0206702326925,0.111111111111,0.0,0.0
124,QPLIB_2060,0.0,0.0,171.0,0.0,0.0,indefinite,9063.0,0.0,0.0,19.0,171.0,min,171.0,342.0,0.0,9233.0,0.0,171.0,0.0,Solution found by SCIP,1.0,Pierre Bonami,0.0,5780.0,171.0,2926.0,0.0,171.0,0.0,19.0,171.0,0.0,0.0,linear,19.0,0.0,0.0,0.0,170.0,2907.0,0.0,2908.0,0.0,342.0,0.0,linear,LBQ,2528144.0,19.0,0.0184469258786,0.105263157895,0.0,0.0
125,QPLIB_2067,0.0,0.0,190.0,0.0,0.0,indefinite,10640.0,0.0,0.0,20.0,190.0,min,190.0,380.0,0.0,10829.0,0.0,190.0,0.0,Solution found by SCIP,1.0,Pierre Bonami,0.0,6804.0,190.0,3440.0,0.0,190.0,0.0,20.0,190.0,0.0,0.0,linear,20.0,0.0,0.0,0.0,189.0,3420.0,0.0,3421.0,0.0,380.0,0.0,linear,LBQ,3311060.0,20.0,0.0165634225057,0.1,0.0,0.0
126,QPLIB_2073,0.0,0.0,210.0,0.0,0.0,indefinite,12390.0,0.0,0.0,21.0,210.0,min,210.0,420.0,0.0,12599.0,0.0,210.0,0.0,Solution found by SCIP,1.0,Pierre Bonami,0.0,7942.0,210.0,4011.0,0.0,210.0,0.0,21.0,210.0,0.0,0.0,linear,21.0,0.0,0.0,0.0,209.0,3990.0,0.0,3991.0,0.0,420.0,0.0,linear,LBQ,7600750.0,21.0,0.0149539476808,0.0952380952381,0.0,0.0
127,QPLIB_2077,0.0,0.0,231.0,0.0,0.0,indefinite,14322.0,0.0,0.0,22.0,231.0,min,231.0,462.0,0.0,14551.0,0.0,231.0,0.0,Solution found by SCIP,1.0,Pierre Bonami,0.0,9160.0,231.0,4642.0,0.0,231.0,0.0,22.0,231.0,0.0,0.0,linear,22.0,0.0,0.0,0.0,229.0,4620.0,0.0,4621.0,0.0,462.0,0.0,linear,LBQ,2373966.0,22.0,0.0135669485228,0.0909090909091,0.0,0.0
128,QPLIB_2085,0.0,0.0,253.0,0.0,0.0,indefinite,16445.0,0.0,0.0,23.0,253.0,min,253.0,506.0,0.0,16695.0,0.0,253.0,0.0,Solution found by GUROBI,1.0,Pierre Bonami,0.0,10500.0,253.0,5336.0,0.0,253.0,0.0,23.0,253.0,0.0,0.0,linear,23.0,0.0,0.0,0.0,250.0,5313.0,0.0,5314.0,0.0,506.0,0.0,linear,LBQ,7034580.0,23.0,0.0123642762399,0.0869565217391,0.0,0.0
129,QPLIB_2087,0.0,0.0,276.0,0.0,0.0,indefinite,18768.0,0.0,0.0,24.0,276.0,min,276.0,552.0,0.0,19044.0,0.0,276.0,0.0,Solution found by SCIP,1.0,Pierre Bonami,0.0,12144.0,276.0,6096.0,0.0,276.0,0.0,24.0,276.0,0.0,0.0,linear,24.0,0.0,0.0,0.0,276.0,6072.0,0.0,6073.0,0.0,552.0,0.0,linear,LBQ,3312579.0,24.0,0.0113170411678,0.0833333333333,0.0,0.0
130,QPLIB_2096,0.0,0.0,300.0,0.0,0.0,indefinite,21300.0,0.0,0.0,25.0,300.0,min,300.0,600.0,0.0,21595.0,0.0,300.0,0.0,Solution found by GUROBI,1.0,Pierre Bonami,0.0,13570.0,300.0,6925.0,0.0,300.0,0.0,25.0,300.0,0.0,0.0,linear,25.0,0.0,0.0,0.0,295.0,6900.0,0.0,6901.0,0.0,600.0,0.0,linear,LBQ,7068000.0,25.0,0.0103932043508,0.08,0.0,0.0
131,QPLIB_2165,0.0,0.0,1366.0,0.0,0.0,indefinite,10245.0,0.0,1376.0,683.0,2.0,min,683.0,1366.0,0.0,10928.0,0.0,2.0,0.0,Solution found by ANTIGONE,683.0,Polip2011,0.0,1366.0,2.0,2049.0,0.0,0.0,0.0,683.0,2059.0,0.0,5.6843418860000007e-14,linear,683.0,0.0,0.0,0.0,683.0,1366.0,683.0,1367.0,0.0,1366.0,0.0,linear,LMQ,11.0,683.0,0.00258899063007,0.00146412884334,0.0,0.0
132,QPLIB_2166,0.0,0.0,690.0,0.0,0.0,indefinite,4131.0,0.0,697.0,345.0,2.0,min,345.0,690.0,0.0,4476.0,0.0,2.0,0.0,Solution found by SCIP,345.0,Polip2011,0.0,690.0,2.0,1035.0,0.0,0.0,0.0,345.0,1042.0,0.0,4.263256415e-12,linear,345.0,0.0,0.0,0.0,345.0,690.0,345.0,691.0,0.0,690.0,0.0,linear,LMQ,85.0,345.0,0.0041463179659,0.00289855072464,0.0,0.0
133,QPLIB_2167,0.0,0.0,122.0,0.0,0.0,indefinite,801.0,0.0,131.0,61.0,2.0,min,61.0,122.0,0.0,862.0,0.0,2.0,0.0,Solution found by SCIP,61.0,Polip2011,0.0,122.0,2.0,183.0,0.0,0.0,0.0,61.0,192.0,0.0,2.8421709430000003e-14,linear,61.0,0.0,0.0,0.0,61.0,122.0,61.0,123.0,0.0,122.0,0.0,linear,LMQ,6.0,61.0,0.0243999094203,0.016393442623,0.0,0.0
134,QPLIB_2168,0.0,0.0,428.0,0.0,0.0,indefinite,2818.0,0.0,438.0,214.0,2.0,min,214.0,428.0,0.0,3032.0,0.0,2.0,0.0,Solution found by GUROBI,214.0,Polip2011,0.0,428.0,2.0,642.0,0.0,0.0,0.0,214.0,652.0,0.0,2.473825589e-10,linear,214.0,0.0,0.0,0.0,214.0,428.0,214.0,429.0,0.0,428.0,0.0,linear,LMQ,36.0,214.0,0.00723220334132,0.00467289719626,0.0,0.0
135,QPLIB_2169,0.0,0.0,594.0,0.0,0.0,indefinite,4611.0,0.0,608.0,297.0,2.0,min,297.0,594.0,0.0,4908.0,0.0,2.0,0.0,Solution found by SCIP,297.0,Polip2011,0.0,594.0,2.0,891.0,0.0,0.0,0.0,297.0,905.0,0.0,2.728484105e-12,linear,297.0,0.0,0.0,0.0,297.0,594.0,297.0,595.0,0.0,594.0,0.0,linear,LMQ,30.0,297.0,0.00607982558284,0.003367003367,0.0,0.0
136,QPLIB_2170,0.0,0.0,702.0,0.0,0.0,indefinite,12619.0,0.0,736.0,351.0,2.0,min,351.0,702.0,0.0,12970.0,0.0,2.0,0.0,Solution found by SCIP,351.0,Polip2011,0.0,702.0,2.0,1053.0,0.0,0.0,0.0,351.0,1087.0,0.0,2.273736754e-12,linear,351.0,0.0,0.0,0.0,351.0,702.0,351.0,703.0,0.0,702.0,0.0,linear,LMQ,6.0,351.0,0.0113206097942,0.002849002849,0.0,0.0
137,QPLIB_2171,0.0,0.0,300.0,0.0,0.0,indefinite,1500.0,0.0,305.0,150.0,2.0,min,150.0,300.0,0.0,1650.0,0.0,2.0,0.0,Solution found by SCIP,150.0,Polip2011,0.0,300.0,2.0,450.0,0.0,0.0,0.0,150.0,455.0,0.0,1.705302566e-13,linear,150.0,0.0,0.0,0.0,150.0,300.0,150.0,301.0,0.0,300.0,0.0,linear,LMQ,25.0,150.0,0.00804073974806,0.00666666666667,0.0,0.0
138,QPLIB_2173,0.0,0.0,430.0,0.0,0.0,indefinite,2361.0,0.0,436.0,215.0,2.0,min,215.0,430.0,0.0,2576.0,0.0,2.0,0.0,Solution found by SCIP,215.0,Polip2011,0.0,430.0,2.0,645.0,0.0,0.0,0.0,215.0,651.0,0.0,2.1316282070000003e-14,linear,215.0,0.0,0.0,0.0,215.0,430.0,215.0,431.0,0.0,430.0,0.0,linear,LMQ,11.0,215.0,0.00612537035188,0.0046511627907,0.0,0.0
139,QPLIB_2174,0.0,0.0,1536.0,0.0,0.0,indefinite,9989.0,0.0,1545.0,768.0,2.0,min,768.0,1536.0,0.0,10757.0,0.0,2.0,0.0,Solution found by ANTIGONE,768.0,Polip2011,0.0,1536.0,2.0,2304.0,0.0,0.0,0.0,768.0,2313.0,0.0,5.258016245e-13,linear,768.0,0.0,0.0,0.0,768.0,1536.0,768.0,1537.0,0.0,1536.0,0.0,linear,LMQ,152.0,768.0,0.00201764430602,0.00130208333333,0.0,0.0
140,QPLIB_2181,0.0,0.0,180.0,0.0,0.0,indefinite,1341.0,0.0,190.0,90.0,2.0,min,90.0,180.0,0.0,1431.0,0.0,2.0,0.0,Solution found by SCIP,90.0,Polip2011,0.0,180.0,2.0,270.0,0.0,0.0,0.0,90.0,280.0,0.0,9.094947018e-13,linear,90.0,0.0,0.0,0.0,90.0,180.0,90.0,181.0,0.0,180.0,0.0,linear,LMQ,22.0,90.0,0.0188587243015,0.0111111111111,0.0,0.0
141,QPLIB_2187,0.0,0.0,180.0,0.0,0.0,indefinite,1786.0,0.0,195.0,90.0,2.0,min,90.0,180.0,0.0,1876.0,0.0,2.0,0.0,Solution found by ANTIGONE,90.0,Polip2011,0.0,180.0,2.0,270.0,0.0,0.0,0.0,90.0,285.0,0.0,5.6843418860000007e-14,linear,90.0,0.0,0.0,0.0,90.0,180.0,90.0,181.0,0.0,180.0,0.0,linear,LMQ,13.0,90.0,0.024289506053,0.0111111111111,0.0,0.0
142,QPLIB_2192,0.0,0.0,180.0,0.0,0.0,indefinite,2232.0,0.0,200.0,90.0,2.0,min,90.0,180.0,0.0,2322.0,0.0,2.0,0.0,Solution found by ANTIGONE,90.0,Polip2011,0.0,180.0,2.0,270.0,0.0,0.0,0.0,90.0,290.0,0.0,3.019806627e-14,linear,90.0,0.0,0.0,0.0,90.0,180.0,90.0,181.0,0.0,180.0,0.0,linear,LMQ,10.0,90.0,0.0295457437333,0.0111111111111,0.0,0.0
143,QPLIB_2195,0.0,0.0,180.0,0.0,0.0,indefinite,2676.0,0.0,205.0,90.0,2.0,min,90.0,180.0,0.0,2766.0,0.0,2.0,0.0,Solution found by ANTIGONE,90.0,Polip2011,0.0,180.0,2.0,270.0,0.0,0.0,0.0,90.0,295.0,0.0,1.847411113e-13,linear,90.0,0.0,0.0,0.0,90.0,180.0,90.0,181.0,0.0,180.0,0.0,linear,LMQ,9.0,90.0,0.0345987866658,0.0111111111111,0.0,0.0
144,QPLIB_2202,0.0,0.0,180.0,0.0,0.0,indefinite,894.0,0.0,185.0,90.0,2.0,min,90.0,180.0,0.0,984.0,0.0,2.0,0.0,Solution found by ANTIGONE,90.0,Polip2011,0.0,180.0,2.0,270.0,0.0,0.0,0.0,90.0,275.0,0.0,2.8421709430000003e-14,linear,90.0,0.0,0.0,0.0,90.0,180.0,90.0,181.0,0.0,180.0,0.0,linear,LMQ,30.0,90.0,0.0132036229453,0.0111111111111,0.0,0.0
145,QPLIB_2203,0.0,0.0,200.0,0.0,0.0,indefinite,993.0,0.0,205.0,100.0,2.0,min,100.0,200.0,0.0,1093.0,0.0,2.0,0.0,Solution found by ANTIGONE,100.0,Polip2011,0.0,200.0,2.0,300.0,0.0,0.0,0.0,100.0,305.0,0.0,1.421085472e-14,linear,100.0,0.0,0.0,0.0,100.0,200.0,100.0,201.0,0.0,200.0,0.0,linear,LMQ,33.0,100.0,0.0119056696258,0.01,0.0,0.0
146,QPLIB_2204,0.0,0.0,220.0,0.0,0.0,indefinite,1092.0,0.0,225.0,110.0,2.0,min,110.0,220.0,0.0,1202.0,0.0,2.0,0.0,Solution found by ANTIGONE,110.0,Polip2011,0.0,220.0,2.0,330.0,0.0,0.0,0.0,110.0,335.0,0.0,2.8421709430000003e-14,linear,110.0,0.0,0.0,0.0,110.0,220.0,110.0,221.0,0.0,220.0,0.0,linear,LMQ,38.0,110.0,0.0108400595211,0.00909090909091,0.0,0.0
147,QPLIB_2205,0.0,0.0,1916.0,0.0,0.0,indefinite,12055.0,0.0,1926.0,958.0,2.0,min,958.0,1916.0,0.0,13013.0,0.0,2.0,0.0,Solution found by GUROBI,958.0,Polip2011,0.0,1916.0,2.0,2874.0,0.0,0.0,0.0,958.0,2884.0,0.0,1.492139745e-13,linear,958.0,0.0,0.0,0.0,958.0,1916.0,958.0,1917.0,0.0,1916.0,0.0,linear,LMQ,90.0,958.0,0.00156943858168,0.00104384133612,0.0,0.0
148,QPLIB_2206,0.0,0.0,388.0,0.0,0.0,indefinite,7285.0,0.0,421.0,194.0,2.0,min,194.0,388.0,0.0,7479.0,0.0,2.0,0.0,Solution found by ALPHAECP,194.0,Polip2011,0.0,388.0,2.0,582.0,0.0,0.0,0.0,194.0,615.0,0.0,6.060929536e-12,linear,194.0,0.0,0.0,0.0,194.0,388.0,194.0,389.0,0.0,388.0,0.0,linear,LMQ,15.0,194.0,0.0208593063632,0.00515463917526,0.0,0.0
149,QPLIB_2315,266.0,0.0,595.0,0.0,0.0,linear,39270.0,0.0,0.0,1.0,595.0,min,595.0,595.0,0.0,39865.0,329.0,595.0,13233.0,Solution found by LOCALSOLVER,1.0,Polip2011,0.0,26466.0,595.0,13090.0,0.0,595.0,0.0,0.0,595.0,595.0,0.0,indefinite,0.0,0.0,0.0,0.0,595.0,13090.0,0.0,13090.0,0.0,0.0,0.0,quadratic,QBL,-29432.0,1.0,0.00511802001375,1.0,0.0747574323847,0.447058823529
150,QPLIB_2353,120.0,0.0,240.0,0.0,0.0,linear,6720.0,0.0,93.0,1.0,240.0,min,147.0,240.0,0.0,6960.0,120.0,240.0,6826.0,Solution found by SCIP,1.0,Polip2011,0.0,13652.0,240.0,2240.0,0.0,147.0,0.0,0.0,240.0,240.0,0.0,indefinite,0.0,0.0,0.0,0.0,240.0,2240.0,0.0,2240.0,93.0,0.0,0.0,quadratic,QML,-1674.0,1.0,0.0129406514949,1.0,0.237013888889,0.5
151,QPLIB_2357,120.0,0.0,240.0,0.0,0.0,linear,6720.0,0.0,0.0,1.0,240.0,min,240.0,240.0,0.0,6960.0,120.0,240.0,2254.0,Solution found by SCIP,1.0,Polip2011,0.0,4508.0,240.0,2240.0,0.0,240.0,0.0,0.0,240.0,240.0,0.0,indefinite,0.0,0.0,0.0,0.0,240.0,2240.0,0.0,2240.0,0.0,0.0,0.0,quadratic,QBL,-647.0,1.0,0.0129406514949,1.0,0.0782638888889,0.5
152,QPLIB_2359,136.0,0.0,289.0,0.0,0.0,linear,9792.0,0.0,0.0,1.0,289.0,min,306.0,289.0,0.0,10081.0,136.0,289.0,1740.0,Solution found by SCIP,1.0,Polip2011,0.0,3480.0,289.0,3264.0,0.0,289.0,0.0,0.0,306.0,289.0,0.0,indefinite,0.0,0.0,0.0,0.0,289.0,3264.0,0.0,3264.0,0.0,0.0,0.0,quadratic,QBL,-648.0,1.0,0.0100901820657,1.0,0.0416661677901,0.444444444444
